"#","Institution Name","City","State","Latitude","Longitude"
"2701","Daniel Stowe Botanical Garden","Belmont","North Carolina","35.1676600","-81.0568660"
"2702","National Plant Germplasm System - USDA-ARS-NGRL","Beltsville","Maryland","39.0241330","-76.9231490"
"2703","Forrest Deaner Native Plant Botanic Garden","Benicia","California","38.0676370","-122.1565660"
"2704","One World Conservation Center (formerly New England Tropical Conservatory)","Bennington","Vermont","42.9157300","-73.2462620"
"2705","Compton Gardens of the Peel Compton Foundation","Bentonville","Arkansas","36.3691040","-94.2223520"
"2706","Regional Parks Botanic Garden","Berkeley","California","37.8929516","-122.2423481"
"2707","University of California Botanical Garden at Berkeley","Berkeley","California","37.8750040","-122.2383690"
"2708","Andrews University Campus Arboretum","Berrien Springs","Michigan","41.9625649","-86.3550220"
"2709","Proksa Park","Berwyn","Illinois",NA,NA
"2710","Northampton Community College Arboretum","Bethlehem","Pennsylvania",NA,NA
"2711","Long Hill Reservation and Sedgwick Gardens","Beverly","Massachusetts","42.5842560","-70.8421753"
"2712","Virginia Robinson Gardens","Beverly Hills","California","34.0859940","-118.4169880"
"2713","DanWalt Gardens","Billings","Montana","45.757339","-108.510215"
"2714","Rocky Mountain Arboretum","Billings","Montana",NA,NA
"2715","Yellowstone Arboretum","Billings","MT","45.731912","-108.619506"
"2716","Zoo Montana Botanical Gardens","Billings","Montana","45.7322528","-108.6210418"
"2717","EW Heier Teaching and Research Greenhouses","Binghamton","New York","42.090353","-75.970073"
"2718","Aldridge Botanical Gardens","Birmingham","Alabama","33.3869620","-86.7921550"
"2719","Birmingham Botanical Gardens","Birmingham","Alabama","33.4890720","-86.7743630"
"2720","Schoepfle Garden","Birmingham","Ohio","41.2976280","-82.1346790"
"2721","Hahn Horticulture Garden of Virginia Tech","Blacksburg","Virginia","37.2262630","-80.4105840"
"2722","Virginia Tech Greenhouse","Blacksburg","Virginia","37.225208","-80.424318"
"2723","Hilltop Gardens at Indiana University","Bloomington","Indiana","39.1715690","-86.5048460"
"2724","Illinois Wesleyan University Arboretum","Bloomington","Illinois","40.4902000","-88.9939440"
"2725","Indiana University Arboretum","Bloomington","Indiana","39.1725990","-86.5208990"
"2726","Indiana University Jordan Hall Greenhouses","Bloomington","Indiana","39.164725","-86.521217"
"2727","Cibolo Nature Center","Boerne","Texas","29.8371230","-98.5904790"
"2728","Botanical Research Foundation of Idaho","Boise","Idaho","43.6078771","-116.1914925"
"2729","Daintree Arboretum","Boise","Idaho","43.635030","-116.26586"
"2730","Idaho Botanical Garden","Boise","Idaho","43.6024947","-116.1638188"
"2731","Coastal Maine Botanical Gardens","Boothbay","Maine","43.8758710","-69.6592430"
"2732","Arnold Arboretum of Harvard University, The","Boston","Massachusetts","42.3077050","-71.1199090"
"2733","Northeastern University Arboretum","Boston","Massachusetts",NA,NA
"2734","Rose Fitzgerald Kennedy Greenway Conservancy","Boston","Massachusetts","42.357150","-71.051131"
"2735","Zoo New England - Franklin Park Zoo & Stone Zoo","Boston","Massachusetts","42.3028180","-71.0863996"
"2736","University of Colorado at Boulder Greenhouse","Boulder","Colorado","40.0102010","-105.2721740"
"2737","Baker Arboretum","Bowling Green","Kentucky","36.992944","86.515528"
"2738","State Arboretum of Virginia (Orland E. White Arboretum)","Boyce","Virginia","39.0667940","-78.0625400"
"2739","Tower Hill Botanic Garden","Boylston","Massachusetts","42.3569110","-71.7303590"
"2740","Northland Arboretum, The","Brainerd","Minnesota","46.3603610","-94.2259460"
"2741","Bridge Gardens - Peconic Land Trust","Bridgehampton","New York","40.9497650","-72.3254550"
"2742","Connecticut's Beardsley Zoo","Bridgeport","Connecticut","41.2073235","-73.1835383"
"2743","Blithewold Mansion, Gardens and Arboretum","Bristol","Rhode Island","41.6350390","-71.2489210"
"2744","Mount Hope Farm","Bristol","RI","41.669694","-71.256871"
"2745","Fordham University","Bronx","New York",NA,NA
"2746","New York Botanical Garden, The","Bronx","New York","40.8667875","-73.8832653"
"2747","Wave Hill","Bronx","New York","40.9001350","-73.9111980"
"2748","Brookfield Zoo - Chicago Zoological Society","Brookfield","Illinois","41.8312602","-87.8329736"
"2749","McCrory Gardens and South Dakota State Arboretum","Brookings","South Dakota","44.3113570","-96.7983880"
"2750","Brooklyn Botanic Garden","Brooklyn","New York","40.6675820","-73.9618890"
"2751","Green-Wood Cemetery","Brooklyn","New York","40.6583130","-73.9947600"
"2752","C.W. Post Community Arboretum","Brookville","New York","40.8233240","-73.5925370"
"2753","Buffalo and Erie County Botanical Gardens","Buffalo","New York","42.8278640","-78.8239960"
"2754","Buffalo Zoological Gardens","Buffalo","New York","42.9382314","-78.8506629"
"2755","For-Mar Nature Preserve & Arboretum","Burton","Michigan","43.0369690","-83.6155580"
"2756","Bryn Mawr College","Byrn Mawr","Pennsylvania","40.0263000","-75.3128670"
"2757","Arboretum at California University of Pennsylvania","California","Pennsylvania","40.0635610","-79.8842370"
"2758","Mount Auburn Cemetery","Cambridge","Massachusetts","42.3752940","-71.1449400"
"2759","Sonnenberg Gardens and Mansion","Canandaigua","New York","42.8981800","-77.2720710"
"2760","Cox Arboretum & Gardens","Canton","Georgia","34.21751","-84.37131"
"2761","Amy B.H. Greenwell Ethnobotanical Garden","Captain Cook","Hawaii","21.3334521","-157.8696385"
"2762","Southern Illinois University Arboretum","Carbondale","Illinois",NA,NA
"2763","Living Desert Zoo & Gardens State Park","Carlsbad","New Mexico","32.4418700","-104.2794100"
"2764","University of West Georgia Arboretum","Carrolton","Georgia","33.5710289","-85.0968698"
"2765","Wind River Canopy Crane Research Facility","Carson","Washington","45.7992740","-121.9345260"
"2766","University of Northern Iowa Botanical Center","Cedar Falls","Iowa","42.5136850","-92.4590200"
"2767","Brandywine Conservancy","Chadds Ford","Pennsylvania","39.8697640","-75.5930100"
"2768","Honeysuckle Farm and Gardens (formerly Charles R. Keith Arboretum)","Chapel Hill","North Carolina","35.9132000","-79.0558450"
"2769","North Carolina Botanical Garden","Chapel Hill","North Carolina","35.8993755","-79.0255919"
"2770","North Carolina Botanical Garden - seed bank","Chapel Hill","North Carolina","35.9005420","-79.0324080"
"2771","Eastern Illinois University Thut Greenhouse","Charleston","Illinois","39.479202","-88.174543"
"2772","Magnolia Plantation and Gardens","Charleston","South Carolina","32.8525500","-80.0687110"
"2773","Bartlett Tree Research Laboratories Arboretum","Charlotte","North Carolina","35.0799350","-81.0002490"
"2774","Elmwood/9th Street Arboretum","Charlotte","North Carolina","35.234012","-80.847293"
"2775","University of North Carolina at Charlotte Botanical Gardens","Charlotte","North Carolina","35.3028130","-80.7290520"
"2776","Wing Haven Gardens","Charlotte","North Carolina","35.1789860","-80.8408780"
"2777","Monticello","Charlottesville","Virginia","38.0103100","-78.4522100"
"2778","Minnesota Landscape Arboretum","Chaska","Minnesota","44.8621324","-93.6162940"
"2779","Reflection Riding Arboretum and Botanical Garden","Chattanooga","Tennessee","35.0179620","-85.3562350"
"2780","Bird, Tree, and Garden Club Arboretum","Chautauqua","New York",NA,NA
"2781","UUCCH Arboretum","Cherry Hill","New Jersey","39.9264519","-74.9946162"
"2782","Chesterfield County Arboretum","Chesterfield","Virginia",NA,NA
"2783","Cheyenne Botanic Gardens","Cheyenne","Wyoming","41.1544760","-104.8290920"
"2784","Garfield Park Conservatory","Chicago","Illinois","41.8875190","-87.7161090"
"2785","John G. Shedd Aquarium","Chicago","Illinois","41.8675717","-87.6139804"
"2786","Lincoln Park Conservatory","Chicago","Illinois","41.9256610","-87.6360220"
"2787","Lincoln Park Zoo","Chicago","Illinois",NA,NA
"2788","Lincoln Park Zoo","Chicago","Illinois","41.9185410","-87.6361800"
"2789","Lurie Garden: Millennium Park, Inc.","Chicago","Illinois","41.8781140","-87.6297980"
"2790","University of Chicago Botanic Garden","Chicago","Illinois","41.7896009","-87.5996912"
"2791","South Bay Botanic Gardens","Chula Vista","California","32.6424543","-116.9951920"
"2792","Cincinnati Zoo and Botanical Gardens","Cincinnati","Ohio","39.1413129","-84.5103460"
"2793","Cincinnati Zoo and Botanical Gardens - CREW tissue culture","Cincinnati","Ohio","39.1413130","-84.5103460"
"2794","Cincinnati Zoo and Botanical Gardens - CryoBioBank","Cincinnati","Ohio","39.1413130","-84.5103460"
"2795","Krohn Conservatory","Cincinnati","Ohio","39.1143030","-84.4935100"
"2796","Maple Knoll Village","Cincinnati","Ohio",NA,NA
"2797","Mt. Airy Arboretum","Cincinnati","Ohio","39.185246","-84.571974"
"2798","Smale Riverfront Park","Cincinnati","Ohio","39.095110","-84.511524"
"2799","Spring Grove Cemetery and Arboretum","Cincinnati","Ohio","39.16402","-84.52351"
"2800","St. John Catholic Cemetery","Cincinnati","Ohio",NA,NA
"2801","St. Joseph Catholic Cemetery","Cincinnati","Ohio",NA,NA
"2802","St. Mary's Catholic Cemetery","Cincinnati","Ohio",NA,NA
"2803","California Botanic Garden (formerly Rancho Santa Ana Botanic Garden)","Claremont","California","34.1093056","-117.7149178"
"2804","California Botanic Garden (formerly Rancho Santa Ana Botanic Garden) - Seed Bank","Claremont","California","34.1093060","-117.7149180"
"2805","John R. Rodman Arboretum","Claremont","California","34.1041294","-117.7063608"
"2806","MGARC - Teaching Garden","Claremore","Oklahoma","36.3176303","-95.6326401"
"2807","South Carolina Botanical Garden, The","Clemson","South Carolina","34.6684690","-82.8273010"
"2808","Bernheim Arboretum and Research Forest","Clermont","Kentucky","37.9239900","-85.6702900"
"2809","Cleveland Botanical Garden","Cleveland","Ohio","41.5104730","-81.6101790"
"2810","Cleveland Metroparks Zoo","Cleveland","Ohio","41.4455212","-81.7079440"
"2811","Bickelhaupt Arboretum","Clinton","Iowa","41.8412720","-90.2192550"
"2812","Arbor View Gardens","Clintonville","Wisconsin","44.6196270","-88.7651350"
"2813","Clovis Botanical Garden","Clovis","California","36.8375567","-119.6810692"
"2814","Arboretum of Haywood Community College","Clyde","North Carolina","35.5252540","-82.9279040"
"2815","Cobleskill College, SUNY","Cobleskill","New York","42.6804080","-74.4547060"
"2816","Brevard Discovery Garden & Nursery","Cocoa","Florida","28.361300","-80.782791"
"2817","Stonecrop Gardens","Cold Spring","New York","41.4412300","-73.8689960"
"2818","University of Maryland Arboretum & Botanical Garden","College Park","Maryland",NA,NA
"2819","University of Maryland Arboretum & Botanical Garden","College Park","Maryland","38.9862724","-76.9355879"
"2820","Southern Adventist University Arboretum","Collegedale","Tennessee",NA,NA
"2821","Cypress Lawn Arboretum and Botanical Garden","Colma","California",NA,NA
"2822","Cypress Lawn Memorial Park","Colma","California","37.6720900","-122.4555190"
"2823","The Ohio State University Biological Sciences Greenhouse","Colombus","Ohio","39.996625","-83.017435"
"2824","Cheyenne Mountain Zoo","Colorado Springs","Colorado","38.7710450","-104.8546159"
"2825","Belser Arboretum and University of South Carolina Campus","Columbia","South Carolina","33.9941477","-80.9841558"
"2826","Mizzou Botanic Garden","Columbia","Missouri","38.9437700","-92.3291000"
"2827","Riverbanks Zoo and Botanical Garden","Columbia","South Carolina","34.0078620","-81.0869660"
"2828","Biological Sciences Greenhouse Facility, The","Columbus","Ohio","39.9966970","-83.0173920"
"2829","Chadwick Arboretum and Learning Center","Columbus","Ohio","40.0036060","-83.0275690"
"2830","Columbus Botanical Garden","Columbus","Georgia","32.5396200","-84.9325380"
"2831","Franklin Park Conservatory","Columbus","Ohio","39.9642940","-82.9546270"
"2832","Park of Roses, The","Columbus","Ohio","40.042024","-83.019488"
"2833","Topiary Park","Columbus","Ohio","39.9611490","-82.9876170"
"2834","Markham Regional Arboretum","Concord","California","37.9625640","-122.0035730"
"2835","American Orchid Society","Coral Gables","Florida","25.678790","-80.274263"
"2836","Fairchild Tropical Botanic Garden","Coral Gables","Florida","25.6759820","-80.2758850"
"2837","John C. Gifford Arboretum","Coral Gables","Florida","25.7202260","-80.2718910"
"2838","Montgomery Botanical Center","Coral Gables","Florida","25.6630270","-80.2808510"
"2839","Sherman Library and Gardens","Corona Del Mar","California","33.6020190","-117.8730690"
"2840","South Texas Botanical Gardens & Nature Center","Corpus Christi","Texas","27.6532810","-97.4040780"
"2841","Peavy Arboretum","Corvallis","Oregon","44.6551200","-123.2294020"
"2842","Clary Gardens","Coshocton","Ohio","40.2753470","-81.8806240"
"2843","Orange Coast College Horticulture Garden Lab","Costa Mesa","California","33.671883","-117.915522"
"2844","Historic Linden Grove Cemetery & Arboretum","Covington","Kentucky","39.074624","-84.513557"
"2845","Yew Dell Botanical Gardens","Crestwood","Kentucky","38.3369270","-85.4635690"
"2846","Arboretum of The Wilds","Cumberland","Ohio","39.8249100","-81.7493800"
"2847","Dallas Arboretum and Botanical Garden","Dallas","Texas","32.8233660","-96.7164100"
"2848","Dallas Zoo","Dallas","Texas","32.7440331","-96.8141690"
"2849","Texas Discovery Gardens","Dallas","Texas","32.7761240","-96.7605080"
"2850","Brenton Arboretum, The","Dallas Center","Iowa","41.6625470","-93.9885630"
"2851","Glen Magna Farms","Danvers","Massachusetts","42.570718","-70.965461"
"2852","Draves Arboretum","Darien Center","New York","42.9097","-78.358"
"2853","Vander Veer Botanical Park","Davenport","Iowa","41.5455200","-90.5754750"
"2854","Davidson College Arboretum","Davidson","North Carolina","35.5001270","-80.8479340"
"2855","Flamingo Gardens","Davie","Florida","26.0720760","-80.3139730"
"2856","UC Davis Arboretum","Davis","California","38.5300300","-121.7625300"
"2857","UC Davis Botanical Conservatory","Davis","California","38.540972","-121.746408"
"2858","Cox Arboretum Metropark","Dayton","Ohio","39.6553740","-84.2242650"
"2859","Wegerzyn Gardens MetroPark","Dayton","Ohio","39.8044604","-84.2039276"
"2860","Woodland Cemetery & Arboretum","Dayton","Ohio","39.744423","-84.172771"
"2861","Georgia Perimeter College Botanical Garden","Decatur","Georgia","33.6877730","-84.2725830"
"2862","Woodlands Garden","Decatur","Georgia","33.785950","-84.303753"
"2863","Heritage Farm, Seed Savers Exchange","Decorah","Iowa","43.3845660","-91.8074540"
"2864","Arboretum at Regis University, The","Denver","Colorado","39.7877050","-105.0302620"
"2865","Chester M. Alter Arboretum","Denver","Colorado","39.6748190","-104.9617900"
"2866","Denver Botanic Gardens","Denver","Colorado","39.7319727","-104.9609083"
"2867","Denver Botanic Gardens - Seed Bank","Denver","Colorado","39.7308150","-104.9604080"
"2868","Denver Zoological Gardens","Denver","Colorado","39.7511720","-104.9526160"
"2869","Better Homes & Gardens Test Garden","Des Moines","Iowa","41.5832670","-93.6387960"
"2870","Greater Des Moines Botanical Garden","Des Moines","Iowa","41.5974335","-93.6143564"
"2871","Anna Scripps Whitcomb Conservatory","Detroit","Michigan","42.3522170","-82.9939180"
"2872","Jenkins Arboretum & Gardens","Devon","Pennsylvania","40.0603150","-75.4349310"
"2873","Dothan Area Botanical Gardens","Dothan","Alabama","31.2949000","-85.3716000"
"2874","Annmarie Garden","Dowell","Maryland","38.3468080","-76.4511820"
"2875","Downers Grove Park District","Downers Grove","Illinois",NA,NA
"2876","Fordhook Farm","Doylestown","Pennsylvania","40.2965850","-75.1498300"
"2877","Henry Schmieder Arboretum","Doylestown","Pennsylvania","40.2991130","-75.1583100"
"2878","Dubuque Arboretum & Botanical Gardens at Marshall Park","Dubuque","Iowa","42.5305440","-90.7206010"
"2879","Glensheen Historic Estate","Duluth","Minnesota","46.816204","-92.051705"
"2880","International Peace Garden","Dunseith (Boissevain - Canada)","North Dakota (Manitoba - Canada)","48.9892100","-100.0641200"
"2881","Dunsmuir Botanical Gardens","Dunsmuir","California","41.2252300","-122.2766800"
"2882","Duke Biology Plant Teaching and Research Facility","Durham","North Carolina","35.9961800","-78.8975490"
"2883","Museum of Life + Science Magic Wings Butterfly House","Durham","North Carolina","36.0294150","-78.8991510"
"2884","New England Ecological Garden","Durham","New Hampshire","43.1362500","-70.9315200"
"2885","Sarah P. Duke Gardens","Durham","North Carolina","36.0017070","-78.9316836"
"2886","LongHouse Reserve","East Hampton","New York","40.9814270","-72.2003770"
"2887","Michigan State University Plant Sciences Greenhouse","East Lansing","Michigan","42.722800","-84.475812"
"2888","W. J. Beal Botanical Garden","East Lansing","Michigan","42.7318382","-84.4844804"
"2889","Colonial Park Gardens","East Millstone","New Jersey","40.5174550","-74.5665090"
"2890","Illinois Central College Arboretum","East Peoria","Illinois","40.7103089","-89.5165151"
"2891","City of East Point","East Point","GA","33.6768","-84.4725"
"2892","Northwest Trek Wildlife Park","Eatonville","Washington","46.9165800","-122.2765140"
"2893","University Wisconsin - Eau Claire Arboretum","Eau Claire","Wisconsin","44.799326","-91.505403"
"2894","Historic Londontown and Gardens","Edgewater","Maryland","38.9414900","-76.5409600"
"2895","North American Orchid Conservation Center, The (NAOCC)","Edgewater","Maryland","38.887024","-76.540217"
"2896","Goodell Gardens & Homestead","Edinboro","Pennsylvania","41.8761190","-80.1251480"
"2897","Central Gardens of UCO","Edmond","Oklahoma","35.6595710","-97.4750480"
"2898","Gardens at SIUE, The","Edwardsville","Illinois","38.8009580","-89.9930200"
"2899","Water Conservation Garden","El Cajon","California","32.7413870","-116.9391031"
"2900","Centennial Museum and Chihuahuan Desert Gardens","El Paso","Texas","31.7704530","-106.5042280"
"2901","El Paso Zoo","El Paso","Texas","31.7676360","-106.4452674"
"2902","Wellfield Botanic Gardens","Elkhart","Indiana","41.6953940","-85.9763640"
"2903","Elmhurst Arboretum, The","Elmhurst","Illinois","41.8959400","-87.9448320"
"2904","Timothy Christian Schools Arboretum","Elmhurst","Illinois",NA,NA
"2905","Schedel Arboretum & Gardens","Elmore","Ohio","41.4701360","-83.3064010"
"2906","Elon University Botanical Garden","Elon","North Carolina",NA,NA
"2907","Elon University","Elon College","North Carolina","36.1054800","-79.5034900"
"2908","San Diego Botanic Garden","Encinitas","California","33.0507749","-117.2791450"
"2909","Aullwood Garden MetroPark","Englewood","Ohio","39.8678850","-84.2762430"
"2910","Arboretum at Penn State Erie","Erie","Pennsylvania","42.1227160","-79.9809600"
"2911","Erie Zoo","Erie","Pennsylvania","42.0983200","-80.0775472"
"2912","Lake Erie Arboretum at Frontier Park","Erie","Pennsylvania","42.1050840","-80.0258670"
"2913","Center for Plant Conservation (USA)","Escondido","California","33.093853","-116.99982"
"2914","San Diego Zoo Safari Park","Escondido","California","33.0950830","-117.0023560"
"2915","San Diego Zoo Safari Park - seed bank","Escondido","California","33.0950830","-117.0023560"
"2916","San Diego Zoo's Institute for Conservation Research","Escondido","California","33.0861754","-116.9906685"
"2917","Landis Arboretum","Esperance","New York","42.7846270","-74.2702260"
"2918","Mount Pisgah Arboretum","Eugene","Oregon","44.0069740","-122.9807430"
"2919","Humboldt Botanical Garden","Eureka","California","40.7014660","-124.2020200"
"2920","Evanston Township High School Arboretum","Evanston","Illinois","42.046559","-87.700679"
"2921","Mesker Park Zoo and Botanic Garden","Evansville","Indiana","37.9956955","-87.6006938"
"2922","The James Bethel Gresham Arboretum at Locust Hill Cemetery","Evansville","Indiana","38.012666","-87.581314"
"2923","William Halbrooks Arboretum at Oak Hill Cemetery, The","Evansville","Indiana","37.981621","-87.541062"
"2924","Riverwoods Arboretum","Exeter","New Hampshire","42.969455","-70.983139"
"2925","Biblical Gardens of the First Congregational Church","Fair Haven","Vermont","43.6990190","-73.3317450"
"2926","Georgeson Botanical Garden","Fairbanks","Alaska","64.8557441","-147.8568754"
"2927","Grand Tradition Estate and Gardens","Fallbrook","California","33.364388","-117.24573"
"2928","Bamboo Brook Outdoor Education Center","Far Hills","New Jersey","40.7240140","-74.6939160"
"2929","Leonard J. Buck Garden","Far Hills","New Jersey","40.672749","-74.620412"
"2930","Willowwood Arboretum","Far Hills","New Jersey","40.7248340","-74.6952510"
"2931","NDSU Campus Arboretum","Fargo","North Dakota","46.896734","-96.802834"
"2932","Pinelawn Memorial Park and Arboretum","Farmingdale","New York","40.763931","-73.403560"
"2933","Botanical Garden of the Ozarks","Fayetteville","Arkansas","36.1364300","-94.1180600"
"2934","Cape Fear Botanical Garden","Fayetteville","North Carolina","35.0549010","-78.8621740"
"2935","PowellsWood","Federal Way","Washington","47.332437","-122.327911"
"2936","Rhododendron Species Foundation and Botanical Garden","Federal Way","Washington","47.2936670","-122.3022400"
"2937","Arboretum at Flagstaff, The","Flagstaff","Arizona","35.1688869","-111.7010361"
"2938","Blue Ridge Community College","Flat Rock","North Carolina","35.3077203","-82.4256475"
"2939","Applewood Estates","Flint","Michigan","43.0224919","-83.6791738"
"2940","Hodges Gardens State Park","Florien","Louisiana","31.3675290","-93.4250050"
"2941","Queens Botanical Garden","Flushing","New York","40.7515380","-73.8261640"
"2942","Mendocino Coast Botanical Gardens","Fort Bragg","California","39.4094380","-123.8101810"
"2943","Colorado State University Arboretum","Fort Collins","Colorado","40.571779","-105.080102"
"2944","Gardens on Spring Creek, The","Fort Collins","Colorado","40.5623140","-105.0849550"
"2945","Chihuahuan Desert Nature Center & Botanical Gardens","Fort Davis","Texas","30.6060220","-103.9779839"
"2946","Edison and Ford Winter Estates","Fort Myers","Florida","26.6351080","-81.8792430"
"2947","Lakes Park Botanic Garden","Fort Myers","Florida","26.5065138","-81.9894860"
"2948","Heathcote Botanical Gardens","Fort Pierce","Florida","27.4178520","-80.3230330"
"2949","University of Arkansas - Fort Smith Arboretum","Fort Smith","Arkansas","35.3853409","-94.3742364"
"2950","Massee Lane Gardens","Fort Valley","Georgia","32.4889784","-83.9100436"
"2951","Foellinger-Freimann Botanical Conservatory","Fort Wayne","Indiana","41.0761830","-85.1387960"
"2952","Fort Worth Botanic Garden","Fort Worth","Texas","32.7404540","-97.3626430"
"2953","Native Plant Trust - Garden in the Woods","Framingham","Massachusetts","42.3409959","-71.4275150"
"2954","Native Plant Trust - seed bank","Framingham","Massachusetts","42.3409960","-71.4275150"
"2955","Historic Garden at Carnton Plantation","Franklin","TN","35.90386","-86.858343"
"2956","High Glen Gardens","Frederick","Maryland","39.458344","-77.445148"
"2957","Hayes Presidential Library & Museums","Fremont","Ohio",NA,NA
"2958","Arboretum at California State University, Fresno","Fresno","California","36.8158386","-119.7401376"
"2959","Fresno Chaffee Zoo","Fresno","California","36.7502865","-119.8220642"
"2960","Fort Wayne Children's Zoo","Ft. Wayne","Indiana","41.1055082","-85.1526780"
"2961","California State University Fullerton Biology Greenhouse Complex","Fullerton","California","33.879718","-117.887387"
"2962","Fullerton Arboretum","Fullerton","California","33.8880900","-117.8854240"
"2963","The Arboretum at Columbus Academy","Gahanna","Ohio",NA,NA
"2964","The Arboretum at Columbus Academy","Gahanna","Ohio","40.048996","-82.874100"
"2965","Kanapaha Botanical Gardens","Gainesville","Florida","29.6122480","-82.4089240"
"2966","Wilmot Gardens - University of Florida","Gainesville","Florida","29.6394300","-82.349640"
"2967","Asbury Methodist Village Arboretum","Gaithersburg","Maryland","39.146624","-77.197296"
"2968","Aquarium and Rainforest at Moody Gardens","Galveston","Texas","29.2750900","-94.8528900"
"2969","Schnormeier Gardens","Gambier","Ohio","40.3563130","-82.4121990"
"2970","Arboretum at Adelphi University","Garden City","New York","40.7227680","-73.6547420"
"2971","Henry Foundation for Botanical Research, The","Gladwyne","Pennsylvania","40.0546397","-75.2898043"
"2972","Waverly Heights Arboretum","Gladwyne","Pennsylvania",NA,NA
"2973","Quarryhill Botanical Garden","Glen Ellen","California","38.3772233","-122.5132151"
"2974","Glen Rock Arboretum","Glen Rock","New Jersey","40.9678080","-74.1317860"
"2975","Chicago Botanic Garden","Glencoe","Illinois","42.1523170","-87.7862760"
"2976","Dixon National Tallgrass Prairie Seed Bank at Chicago Botanic Garden","Glencoe","Illinois","42.1523170","-87.7862760"
"2977","Lewis and Clark Community College","Godfrey","Illinois","38.9495924","-90.1906126"
"2978","University of Southern Maine Arboretum","Gorham","Maine","43.6799470","-70.4461670"
"2979","Western Colorado Botanical Gardens","Grand Junction","Colorado","39.0555790","-108.5620740"
"2980","Frederik Meijer Gardens & Sculpture Park","Grand Rapids","Michigan","42.9807540","-85.5903470"
"2981","Rogue Community College Arboretum","Grants Pass","Oregon","42.4128160","-123.3894860"
"2982","Denison University Arboretum","Granville","Ohio","40.074071","-82.522217"
"2983","The Kendal at Granville Arboretum","Granville","Ohio",NA,NA
"2984","Grapevine Botanical Gardens at Heritage Park","Grapevine","Texas","32.9378130","-97.0836829"
"2985","Shaw Nature Reserve of the Missouri Botanical Garden","Gray Summit","Missouri","38.4818900","-90.8240600"
"2986","Bayard Cutting Arboretum","Great River","New York","40.7364000","-73.1620820"
"2987","Green Bay Botanical Garden","Green Bay","Wisconsin","44.5312480","-88.0971760"
"2988","Northeastern Wisconsin Zoo","Green Bay","Wisconsin","44.6608770","-88.0877760"
"2989","Desert Meadows Park","Green Valley","AZ","31.855462","-110.986525"
"2990","Meerkerk Rhododendron Gardens","Greenbank","Washington","48.082670","-122.559731"
"2991","Greenville Council of Garden Clubs, Inc. Arboretum","Greenville","South Carolina",NA,NA
"2992","Greenwich Town Arboretum","Greenwich","Connecticut","41.023363","-73.611551"
"2993","Edsel and Eleanor Ford House","Grosse Pointe Shores","Michigan","42.454326","-82.873728"
"2994","The Merwin Conservancy","Haiku","Hawaii","20.900513","-156.25825"
"2995","Waimea Valley Arboretum and Botanical Garden","Haleiwa","Hawaii","21.6662250","-158.0275340"
"2996","Boerner Botanical Gardens","Hales Corners","Wisconsin","42.9373890","-88.0306150"
"2997","Conservatory of Miami University Hamilton, The","Hamilton","Ohio","39.3787195","-84.5624664"
"2998","Daly Mansion & Margaret Daly Memorial Arboretum & Botanic Garden","Hamilton","Montana","46.2483333","-114.1597222"
"2999","Hana Maui Botanical Gardens","Hana, Maui","Hawaii","20.795145","-156.03235"
"3000","Dartmouth University Life Sciences Greenhouse","Hanover","New Hampshire","43.708728","-72.283771"
"3001","Edith J. Carrier Arboretum and Botanical Gardens","Harrisonburg","Virginia","38.4533500","-78.8670790"
"3002","Connecticut Science Center","Hartford","Connecticut","41.7647980","-72.6694250"
"3003","Kalmia Gardens of Coker College","Hartsville","South Carolina","34.3655130","-80.1155240"
"3004","Hattiesburg Zoo","Hattiesburg","Mississippi","31.3245524","-89.3144004"
"3005","Haverford College Arboretum","Haverford","Pennsylvania","40.0121250","-75.2995260"
"3006","Hazel Crest Openlands","Hazel Crest","Illinois",NA,NA
"3007","Hofstra University Arboretum","Hempstead","New York","40.7141000","-73.6003000"
"3008","Peckerwood Garden","Hempstead","Texas","30.0576880","-96.0396070"
"3009","Clark County Museum","Henderson","Nevada","36.0103530","-114.9452900"
"3010","Buhl Park","Hermitage","Pennsylvania","41.2498505","-80.4821611"
"3011","Hershey Gardens","Hershey","Pennsylvania","40.2952930","-76.6646370"
"3012","ZooAmerica North American Wildlife Park","Hershey","Pennsylvania","40.2907150","-76.6602810"
"3013","Dyck Arboretum of the Plains","Hesston","Kansas","38.1302260","-97.4324860"
"3014","Highlands Botanical Garden","Highlands","North Carolina","35.0522319","-83.1882554"
"3015","Robert A. Winters Arboretum, The","Hightstown","New Jersey","40.2545050","-74.5096440"
"3016","Duke Farms","Hillsborough","New Jersey","40.5545280","-74.6155320"
"3017","Slayton Arboretum of Hillsdale College","Hillsdale","Michigan","41.9315710","-84.6334350"
"3018","The Arboretum at Linden Ponds","Hingham","MA","42.195681","-70.917838"
"3019","Mt. Cuba Center","Hockessin","Delaware","39.7856150","-75.6500200"
"3020","David C. Shaw Arboretum at Holmdel Park","Holmdel","New Jersey","40.3757920","-74.1856530"
"3021","Tropical Research and Education Center, The","Homestead","Florida","25.5063600","-80.4999370"
"3022","Village of Homewood Arboretum","Homewood","Illinois",NA,NA
"3023","Kalopa State Park Arboretum","Honokaa","Hawaii","20.0388600","-155.4358200"
"3024","Bishop Museum - Checklist of Cultivated Plants of Hawai'i","Honolulu","Hawaii","21.3331260","-157.8694760"
"3025","Foster Botanical Garden","Honolulu","Hawaii","21.3149989","-157.8580477"
